0,-0.20739,-0.20514,3.0468
0.049152,0.099443,0.09394,3.0468
0.08192,0.62798,0.61236,3.0838
0.11469,1.1572,1.1314,3.7221
0.14746,1.5145,1.4811,4.3095
0.18022,1.6558,1.618,4.4654
0.21299,1.4555,1.418,4.5733
0.24576,0.99867,0.96395,4.4177
0.27853,0.32734,0.29832,4.134
0.3113,-0.38662,-0.41066,3.336
0.34406,-0.90083,-0.92304,2.7008
0.37683,-1.1443,-1.1673,2.5759
0.4096,-0.81756,-0.84491,2.5546
0.44237,-0.23119,-0.27299,2.7837
0.47514,0.69688,0.63621,3.0127
0.5079,1.5957,1.5193,3.9623
0.54067,2.4098,2.3187,5.0377
0.57344,2.981,2.8768,5.6041
0.60621,2.9943,2.8855,6.1131
0.63898,2.6069,2.5013,5.9991
0.67174,1.8907,1.7929,5.8494
0.70451,1.0466,0.95727,4.9315
0.73728,0.00276,-0.076815,3.9944
0.77005,-0.8406,-0.91363,2.7247
0.80282,-1.1981,-1.2719,1.5974
0.83558,-0.96936,-1.0532,1.9753
0.86835,-0.29745,-0.39508,2.3533
0.90112,0.60261,0.48687,3.0261
0.93389,1.8167,1.6786,3.8614
0.96666,2.901,2.7442,4.7836
0.99942,3.8143,3.6433,5.7445
1.0322,4.5701,4.3847,6.5778
1.065,5.0686,4.8714,7.366
1.0977,5.2666,5.0637,7.6083
1.1305,5.1067,4.905,7.7017
1.1633,4.4904,4.2922,7.1533
1.196,3.5462,3.3525,6.4761
1.2288,2.3871,2.2052,5.4478
1.2616,1.0421,0.87529,4.3719
1.2943,-0.25947,-0.41387,3.2288
1.3271,-1.4752,-1.6165,2.0804
1.3599,-2.3621,-2.4945,1.1028
1.3926,-2.8052,-2.9366,0.30514
1.4254,-2.8195,-2.9558,-0.046999
1.4582,-2.3601,-2.509,-0.0098058
1.4909,-1.5591,-1.725,0.63271
1.5237,-0.50255,-0.68351,1.7097
1.5565,0.69617,0.49846,2.8617
1.5892,1.7821,1.5643,4.0579
1.622,2.5812,2.3493,4.9307
1.6548,3.0799,2.8393,5.6482
1.6876,3.1067,2.8625,5.7954
1.7203,2.7337,2.4903,5.7222
1.7531,2.0179,1.7789,5.4363
1.7859,1.1735,0.94216,4.605
1.8186,0.18622,-0.028991,3.6945
1.8514,-0.71448,-0.92444,2.6198
1.8842,-1.3719,-1.5789,1.7964
1.9169,-1.5002,-1.7126,1.3965
1.9497,-1.1711,-1.3918,1.3323
1.9825,-0.57054,-0.80324,1.732
2.0152,0.28712,0.040096,2.4465
2.048,1.1014,0.84017,3.5209
2.0808,1.5864,1.3192,4.1287
2.1135,1.7856,1.5132,4.2931
2.1463,1.5844,1.3096,4.394
2.1791,1.0401,0.76539,3.6779
2.2118,0.29597,0.027721,2.9623
2.2446,-0.47646,-0.74108,2.2508
2.2774,-1.1772,-1.4366,1.5495
2.3101,-1.7777,-2.0329,0.89948
2.3429,-2.0347,-2.2923,0.43118
2.3757,-1.8486,-2.1121,0.63395
2.4084,-1.2905,-1.5716,1.0106
2.4412,-0.5611,-0.85849,1.8831
2.474,0.35366,0.038871,2.6928
2.5068,1.1396,0.80965,3.3607
2.5395,1.6677,1.3288,4.0287
2.5723,1.7808,1.4392,4.2636
2.6051,1.3075,0.97265,4.4311
2.6378,0.36217,0.044817,3.6447
2.6706,-0.86791,-1.1731,2.7669
2.7034,-2.2121,-2.4999,1.3567
2.7361,-3.4127,-3.6833,-0.072548
2.7689,-4.0839,-4.3514,-0.95931
2.8017,-4.2688,-4.54,-1.7877
2.8344,-3.9809,-4.2682,-1.5827
2.8672,-3.5081,-3.8077,-1.3436
2.9,-2.807,-3.1235,-0.79822
2.9327,-2.0484,-2.3886,-0.25288
2.9655,-1.3052,-1.6608,0.45875
2.9983,-0.60567,-0.9751,1.2565
3.031,0.0078864,-0.37357,1.9972
3.0638,0.46363,0.074741,2.714
3.0966,0.63457,0.23971,2.9503
3.1293,0.4337,0.038785,3.0308
3.1621,-0.039516,-0.42375,2.5955
3.1949,-0.84104,-1.2169,2.0317
3.2276,-1.9139,-2.2785,1.0001
3.2604,-3.0864,-3.441,-0.11597
3.2932,-4.044,-4.3919,-0.87103
3.326,-4.4866,-4.832,-1.583
3.3587,-4.4286,-4.7793,-1.9731
3.3915,-3.9129,-4.2812,-1.9731
3.4243,-3.0542,-3.4453,-1.4449
3.457,-1.967,-2.3781,-0.38634
3.4898,-0.82326,-1.2521,0.78389
3.5226,0.3201,-0.12581,2.047
3.5553,1.4202,0.95624,3.1333
3.5881,2.3483,1.8683,4.0982
3.6209,3.1042,2.6089,4.9532
3.6536,3.5883,3.0858,5.7464
3.6864,3.6858,3.1789,5.995
3.7192,3.4832,2.9785,5.995
3.7519,2.9227,2.422,5.8002
3.7847,1.9624,1.4731,5.0069
3.8175,0.68774,0.21421,4.071
3.8502,-0.6721,-1.1275,2.7908
3.883,-1.9029,-2.3435,1.5368
3.9158,-2.9902,-3.4191,0.33365
3.9485,-3.7765,-4.1976,-0.6803
3.9813,-4.1338,-4.5564,-1.394
4.0141,-3.9764,-4.4136,-1.6253
4.0468,-3.4607,-3.9106,-1.2251
4.0796,-2.7018,-3.1665,-0.62037
4.1124,-1.7143,-2.1974,0.20557
4.1452,-0.5986,-1.1023,1.0402
4.1779,0.57383,0.04915,2.0896
4.2107,1.6753,1.1397,3.1544
4.2435,2.8186,2.2702,4.3788
4.2762,3.8746,3.3079,5.583
4.309,4.802,4.2236,6.6573
4.3418,5.6014,5.0121,7.6067
4.3745,5.9993,5.4076,7.9989
4.4073,6.0389,5.4454,8.2271
4.4401,5.6337,5.0478,7.9066
4.4728,4.8006,4.2235,7.4848
4.5056,3.812,3.2509,6.7968
4.5384,2.4659,1.9236,6.1089
4.5711,1.0323,0.50666,4.7361
4.6039,-0.47132,-0.98013,3.2274
4.6367,-1.9015,-2.3903,1.677
4.6694,-3.23,-3.6981,0.12101
4.7022,-4.0603,-4.5239,-0.84985
4.735,-4.4758,-4.9415,-1.7739
4.7677,-4.4614,-4.9348,-1.8856
4.8005,-4.0588,-4.5433,-1.9567
4.8333,-3.3113,-3.8073,-1.1536
4.866,-2.3526,-2.8678,-0.35237
4.8988,-1.1929,-1.7308,0.42386
4.9316,0.10901,-0.4542,1.2001
4.9644,1.4133,0.83141,2.4366
4.9971,2.6462,2.0475,3.9496
5.0299,3.818,3.1995,5.2445
5.0627,4.7727,4.1371,6.4329
5.0954,5.4406,4.7931,7.1684
5.1282,5.8407,5.1888,7.7273
5.161,5.8553,5.2065,7.8156
5.1937,5.7104,5.0612,7.7605
5.2265,5.2186,4.5737,7.4945
5.2593,4.2823,3.6496,7.1801
5.292,3.0498,2.4352,6.0174
5.3248,1.5888,0.99564,4.7173
5.3576,-0.20063,-0.77117,3.3213
5.3903,-2.1623,-2.7072,1.9156
5.4231,-4.209,-4.7279,0.18065
5.4559,-6.0555,-6.5526,-1.9319
5.4886,-7.6103,-8.0866,-3.8253
5.5214,-8.7518,-9.2167,-5.5104
5.5542,-9.4065,-9.8678,-6.4423
5.5869,-9.5755,-10.044,-6.7827
5.6197,-9.2009,-9.6854,-6.7099
5.6525,-8.5825,-9.0867,-6.3696
5.6852,-7.6919,-8.2171,-5.672
5.718,-6.4726,-7.0221,-4.7846
5.7508,-5.1969,-5.7714,-3.688
5.7836,-3.8081,-4.4122,-2.5028
5.8163,-2.4334,-3.0638,-1.2759
5.8491,-1.1299,-1.7838,0.069814
5.8819,0.0006978,-0.67337,1.3233
5.9146,0.82914,0.13792,2.371
5.9474,1.1848,0.48302,3.0468
5.9802,1.2838,0.57813,3.0468
6.0129,0.89654,0.19654,2.9016
6.0457,0.17972,-0.51122,2.54
6.0785,-0.81062,-1.4918,1.789
6.1112,-2.2166,-2.8804,0.55661
6.144,-3.7198,-4.3641,-0.73348
6.1768,-5.321,-5.945,-2.0827
6.2095,-6.793,-7.3921,-3.4388
6.2423,-7.981,-8.5683,-4.919
6.2751,-8.8112,-9.3937,-6.2855
6.3078,-9.2805,-9.8623,-6.626
6.3406,-9.2479,-9.8375,-6.8808
6.3734,-8.9132,-9.512,-6.6384
6.4061,-8.4824,-9.0936,-6.3115
6.4389,-7.7225,-8.3528,-5.6235
6.4717,-6.8466,-7.4954,-4.867
6.5044,-5.8558,-6.5235,-3.8945
6.5372,-4.7092,-5.3989,-2.9442
6.57,-3.5661,-4.2816,-2.0494
6.6028,-2.395,-3.1367,-1.1545
6.6355,-1.2503,-2.014,-0.00086723
6.6683,-0.13247,-0.91257,1.1998
6.7011,0.73986,-0.05682,2.1142
6.7338,1.2713,0.46901,2.9943
6.7666,1.2985,0.4951,3.0468
6.7994,1.0136,0.21805,3.0468
6.8321,0.40959,-0.37977,2.6897
6.8649,-0.40644,-1.1851,2.3063
6.8977,-1.353,-2.1208,1.3066
6.9304,-2.1986,-2.9569,0.35395
6.9632,-2.7583,-3.5137,-0.065752
6.996,-3.0164,-3.7722,-0.48545
7.0287,-2.8458,-3.6104,-0.56016
7.0615,-2.3621,-3.1427,-0.44142
7.0943,-1.8334,-2.6277,0.064491
7.127,-1.2317,-2.0346,0.74605
7.1598,-0.77461,-1.5866,1.1392
7.1926,-0.44629,-1.2676,1.4285
7.2253,-0.44735,-1.2721,1.4913
7.2581,-0.53429,-1.3611,1.4913
7.2909,-0.77911,-1.6065,1.3523
7.3236,-0.92361,-1.7543,1.185
7.3564,-1.0246,-1.8567,1.079
7.3892,-1.0538,-1.8903,0.98163
7.422,-0.99684,-1.835,0.97947
7.4547,-0.8117,-1.6575,1.1012
7.4875,-0.72719,-1.5789,1.1645
7.5203,-0.72787,-1.5906,1.1645
7.553,-0.62787,-1.4965,1.1199
7.5858,-0.72853,-1.5964,1.0354
7.6186,-0.75781,-1.6297,0.97802
7.6513,-0.75823,-1.633,0.94075
7.6841,-0.85925,-1.7309,0.88133
7.7169,-1.0034,-1.8755,0.80833
7.7496,-1.1047,-1.9798,0.67578
7.7824,-1.2922,-2.1705,0.51356
7.8152,-1.3206,-2.2011,0.38798
7.8479,-1.3493,-2.2316,0.38798
7.8807,-1.4071,-2.2926,0.38798
7.9135,-1.3793,-2.2696,0.38798
7.9462,-1.4223,-2.3197,0.32533
7.979,-1.3806,-2.2804,0.12959
8.0118,-1.4677,-2.3709,-0.0079094
8.0445,-1.682,-2.5843,-0.045063
8.0773,-1.7547,-2.6589,-0.051472
8.1101,-1.5965,-2.5055,-0.014302
8.1428,-1.2837,-2.2042,0.28623
8.1756,-0.69956,-1.6363,0.89471
8.2084,0.15614,-0.80111,1.5069
8.2412,1.2719,0.29426,2.3032
8.2739,2.4595,1.4631,3.1467
8.3067,3.6896,2.6743,4.6566
8.3395,4.706,3.6711,6.0763
8.3722,5.3352,4.2885,6.7928
8.405,5.2033,4.1557,7.2913
8.4378,4.525,3.4863,6.6491
8.4705,3.2447,2.2176,5.8106
8.5033,1.7483,0.73731,4.2265
8.5361,0.50244,-0.49152,2.8672
8.5688,-0.3554,-1.336,2.1634
8.6016,-0.77129,-1.745,1.4596
8.6344,-0.74466,-1.718,1.2602
8.6671,-0.47466,-1.4563,1.1762
8.6999,-0.14574,-1.1342,1.3084
8.7327,-0.0025519,-0.99352,1.4759
8.7654,-0.21628,-1.2045,1.4913
8.7982,-0.69066,-1.6725,1.4913
8.831,-1.3516,-2.327,0.76526
8.8637,-1.8524,-2.8257,0.0056732
8.8965,-1.8561,-2.8347,-0.031499
8.9293,-1.2669,-2.2579,-0.018478
8.962,-0.23448,-1.2454,0.96714
8.9948,1.0826,0.046542,1.9528
9.0276,2.5434,1.4816,3.163
9.0604,4.0462,2.9583,4.5186
9.0931,5.4332,4.3195,5.8418
9.1259,6.7492,5.6118,7.1479
9.1587,7.9364,6.7792,8.5156
9.1914,9.1518,7.9749,9.9093
9.2242,10.481,9.2855,11.058
9.257,11.735,10.518,12.125
9.2897,13.091,11.852,13.518
9.3225,14.292,13.037,14.996
9.3553,15.376,14.101,15.955
9.388,16.202,14.919,16.818
9.4208,16.755,15.466,17.314
9.4536,17.021,15.732,17.765
9.4863,16.888,15.607,17.972
9.5191,16.612,15.339,17.88
9.5519,16.047,14.789,17.485
9.5846,15.026,13.792,16.782
9.6174,13.632,12.425,15.625
9.6502,11.921,10.745,14.083
9.6829,9.9657,8.8237,12.191
9.7157,7.8975,6.7908,10.053
9.7485,6.0897,5.0165,8.2786
9.7812,4.9558,3.8988,6.7133
9.814,4.685,3.6266,6.1949
9.8468,5.0708,4.0002,6.164
9.8796,5.9836,4.8927,6.4848
9.9123,7.1404,6.0253,7.9124
9.9451,8.4647,7.3279,9.2942
9.9779,9.8725,8.7122,10.562
10.011,11.335,10.148,11.85
10.043,12.798,11.586,13.178
10.076,14.284,13.046,14.588
10.109,15.62,14.359,16.133
10.142,16.69,15.413,17.358
10.174,17.503,16.213,18.155
10.207,18.104,16.808,18.725
10.24,18.515,17.213,19.045
10.273,18.844,17.536,19.378
10.306,19.31,17.996,20.068
10.338,19.89,18.57,20.75
10.371,20.616,19.286,21.337
10.404,21.471,20.129,21.975
10.437,22.467,21.111,22.953
10.469,23.49,22.113,23.932
10.502,24.485,23.095,24.922
10.535,25.452,24.04,25.851
10.568,26.035,24.618,26.569
10.6,26.421,25.007,27.108
10.633,26.801,25.385,27.163
10.666,27.326,25.904,27.217
10.699,27.622,26.196,27.666
10.732,28.004,26.578,28.197
10.764,28.414,26.986,28.631
10.797,28.895,27.463,29.052
10.83,29.361,27.925,29.348
10.863,29.723,28.285,29.633
10.895,29.946,28.506,30.056
10.928,30.051,28.612,30.477
10.961,30.103,28.668,30.546
10.994,30.214,28.779,30.612
11.026,30.236,28.804,30.612
11.059,30.217,28.794,30.612
11.092,30.255,28.835,30.612
11.125,30.253,28.836,30.612
11.158,30.147,28.736,30.612
11.19,30.097,28.689,30.612
11.223,30.107,28.703,30.612
11.256,30.217,28.813,30.612
11.289,30.23,28.829,30.612
11.321,30.155,28.757,30.612
11.354,30.164,28.768,30.581
11.387,30.043,28.65,30.542
11.42,29.675,28.293,30.125
11.452,28.942,27.575,29.643
11.485,27.92,26.573,28.923
11.518,26.946,25.615,27.866
11.551,26.332,25.009,27.201
11.583,26.36,25.034,26.993
11.616,26.911,25.575,27.274
11.649,27.934,26.578,28.028
11.682,28.989,27.617,28.875
11.715,29.702,28.319,29.796
11.747,29.774,28.387,30.002
11.78,29.317,27.936,29.736
11.813,28.41,27.044,29.078
11.846,27.455,26.105,28.208
11.878,26.756,25.419,27.475
11.911,26.44,25.106,27.256
11.944,26.596,25.255,27.138
11.977,27.037,25.685,27.317
12.009,27.765,26.399,27.695
12.042,28.36,26.982,28.537
12.075,28.559,27.181,29.085
12.108,28.361,26.986,29.085
12.141,27.773,26.405,28.709
12.173,26.983,25.628,27.757
12.206,26.249,24.904,27.017
12.239,25.851,24.508,26.542
12.272,25.906,24.561,26.069
12.304,26.375,25.022,26.594
12.337,27.13,25.762,27.126
12.37,27.784,26.406,27.824
12.403,28.1,26.716,28.426
12.435,27.96,26.575,28.119
12.468,27.391,26.015,27.762
12.501,26.644,25.277,27.101
12.534,26.081,24.722,26.514
12.567,25.849,24.49,26.243
12.599,26.149,24.781,26.152
12.632,26.662,25.282,26.64
12.665,27.317,25.926,27.127
12.698,27.671,26.269,27.483
12.73,27.645,26.24,27.804
12.763,26.991,25.594,27.3
12.796,25.901,24.519,26.64
12.829,24.682,23.318,25.462
12.861,23.692,22.337,24.22
12.894,23.334,21.981,23.957
12.927,23.722,22.359,23.763
12.96,24.595,23.214,24.73
12.993,25.784,24.382,25.711
13.025,26.941,25.517,26.461
13.058,27.829,26.39,27.211
13.091,28.218,26.769,27.774
13.124,28.033,26.585,28.206
13.156,27.458,26.018,27.95
13.189,26.38,24.957,27.3
13.222,25.09,23.685,26.109
13.255,23.983,22.594,24.666
13.287,23.095,21.715,23.863
13.32,22.647,21.273,23.298
13.353,22.7,21.321,23.405
13.386,23.341,21.95,23.707
13.418,24.431,23.018,24.657
13.451,25.559,24.128,25.745
13.484,26.747,25.295,26.364
13.517,27.527,26.056,26.913
13.55,27.829,26.346,27.274
13.582,27.812,26.326,27.384
13.615,27.312,25.831,27.228
13.648,26.384,24.913,26.78
13.681,25.24,23.784,25.815
13.713,23.894,22.454,24.379
13.746,22.512,21.096,22.993
13.779,21.232,19.834,21.644
13.812,20.229,18.842,20.567
13.844,19.535,18.15,19.66
13.877,19.523,18.132,19.544
13.91,20.212,18.803,19.832
13.943,21.573,20.137,20.394
13.976,23.006,21.541,21.925
14.008,24.252,22.765,23.396
14.041,25.155,23.649,24.705
14.074,25.748,24.227,25.616
14.107,26.014,24.484,25.661
14.139,26.071,24.534,25.689
14.172,25.921,24.386,25.689
14.205,25.581,24.053,25.393
14.238,25.137,23.612,24.67
14.27,24.659,23.134,24.07
14.303,23.965,22.445,23.617
14.336,23.343,21.831,23.163
14.369,22.632,21.131,22.62
14.402,21.924,20.431,22.068
14.434,21.239,19.751,21.402
14.467,20.516,19.032,20.728
14.5,19.845,18.366,19.983
14.533,19.294,17.821,19.276
14.565,18.761,17.293,18.77
14.598,18.319,16.853,18.284
14.631,17.926,16.459,17.874
14.664,17.572,16.102,17.5
14.696,17.372,15.901,17.232
14.729,17.214,15.742,16.965
14.762,17.289,15.806,16.914
14.795,17.303,15.811,16.914
14.828,17.408,15.898,17.153
14.86,17.494,15.976,17.432
14.893,17.567,16.041,17.509
14.926,17.754,16.221,17.564
14.959,17.741,16.2,17.567
14.991,17.745,16.197,17.567
15.024,17.674,16.121,17.567
15.057,17.69,16.128,17.565
15.09,17.675,16.107,17.521
15.122,17.678,16.104,17.477
15.155,17.749,16.169,17.493
15.188,17.788,16.203,17.548
15.221,17.818,16.226,17.567
15.254,17.817,16.222,17.567
15.286,17.874,16.272,17.529
15.319,17.916,16.309,17.474
15.352,17.991,16.377,17.5
15.385,17.961,16.342,17.555
15.417,17.903,16.281,17.523
15.45,17.832,16.208,17.468
15.483,17.82,16.19,17.459
15.516,17.825,16.188,17.459
15.548,17.84,16.197,17.481
15.581,17.816,16.168,17.536
15.614,17.787,16.134,17.543
15.647,17.843,16.185,17.487
15.679,17.861,16.196,17.486
15.712,17.994,16.32,17.541
15.745,17.978,16.297,17.537
15.778,17.976,16.29,17.482
15.811,17.975,16.282,17.491
15.843,18.002,16.307,17.547
15.876,17.893,16.193,17.425
15.909,17.74,16.036,17.199
15.942,17.383,15.68,16.98
15.974,17.037,15.337,16.785
16.007,16.737,15.042,16.549
16.04,16.391,14.698,16.179
16.073,16.065,14.372,15.846
16.105,15.735,14.044,15.604
16.138,15.293,13.604,15.191
16.171,14.791,13.106,14.431
16.204,14.179,12.496,13.787
16.237,13.596,11.915,13.335
16.269,13.021,11.344,12.881
16.302,12.462,10.789,12.422
16.335,11.815,10.15,11.964
16.368,11.127,9.468,11.358
16.4,10.405,8.751,10.747
16.433,9.6893,8.0398,10.038
16.466,8.9785,7.3303,9.3241
16.499,8.1376,6.4954,8.5429
16.531,7.2516,5.6177,7.7497
16.564,6.5106,4.8808,6.8705
16.597,5.9967,4.3667,6.0997
16.63,5.668,4.0353,5.8585
16.663,5.4683,3.8286,5.6984
16.695,5.5459,3.8958,5.8317
16.728,5.7323,4.0655,5.965
16.761,5.837,4.1609,5.995
16.794,5.8208,4.1371,5.995
16.826,5.9266,4.2328,5.995
16.859,5.8772,4.1744,5.995
16.892,5.7976,4.0861,5.995
16.925,5.9402,4.2193,5.995
